id,date,text,views,forwards,replies
14862,2026-05-13T07:04:08+00:00,"[​​](https://telegra.ph/file/9b89e8000af5d7427fb0b.jpg)[​​](https://telegra.ph/file/9b89e8000af5d7427fb0b.jpg)**Ставленый мёд**

Приготовление хмельных напитков на основе меда было целым искусством, которым занимались мастера — медоставы. Варили их по уникальным, характерным только для славянских народов, рецептам. А само производство напитков занимало не один год. В итоге получался «ставленый мед».

Для начала две части меда смешивали с одной частью ягодного сока: малины, брусники, вишни, смородины. Главное правило — не добавлять ни капли воды. Шел процесс естественного брожения. Употребление таких напитков уберегало пирующих от неприятных последствий — похмелья. Некоторое время смесь бродила в открытых емкостях, ее несколько раз переливали из одной посуды в другую. Затем разливали в дубовые бочонки, снаружи их наглухо смолили и закапывали в землю. На несколько лет.

Процесс называли «медоставом». отсюда и название самого напитка.
Доставать из земли мед не торопились. Процесс приготовления не терпел суеты. Считалось, что минимальный срок «медостава» — восемь лет. Но, в этом случае напиток называли «молодым», недостаточно настоявшимся. Полностью созревшим он становился только через пятнадцать лет. Но, в некоторых, особенно торжественных случаях, бочонки вскрывали только через несколько десятилетий. Иногда случалось так, что мед, который готовили еще деды, доставался лишь внукам. Иногда в сказаниях упоминают даже «столетний мед».

Первые сведения о приготовлении «ставленого меда» на Руси относятся к IX веку. Это был любимый напиток славянских богатырей. Он придавал им силу и бодрость, оберегая, как уже говорилось, от тяжелого похмелья. В былинах даже приводились сведения о том, что медовый напиток помог Илье Муромцу встать на ноги и приобрести феноменальную силу. При княжеских дворах всегда находились большие запасы медовых напитков.

«Ставленый мед» был, конечно, замечательным по своим свойствам напитком, вот только стоил он очень не дешево, да и ждать конечного выхода продукта приходилось годами. Если князья с дружиной могли себе это позволить, то простолюдинам приходилось искать более дешевые заменители. Уже в XI веке на Руси появляется «вареный мед». И готовили этот напиток не медоставы, а медовары. Вареный мед готовили уже с добавлением воды и хмеля, что позволяло значительно ускорить процесс брожения. напиток получался более крепким, но менее качественным. И сам процесс приготовления занимал лишь несколько недель.

Постепенно ставленый мед превращается в роскошь, встретить его можно было только в усадьбах влиятельных бояр. Все большее распространение получают медовые напитки, напоминающие современное пиво. В XVII веке медоварение, не говоря уже о ставленом меде, становится большой редкостью. Даже большинство рецептов было безвозвратно утеряно.",1570,28,
14861,2026-05-12T18:00:14+00:00,"Вид на Кремль во время наводнения, 1908 год.",1485,9,
14860,2026-05-12T15:09:08+00:00,"Двухэтажный пассажирский вагон, созданный на Тверском вагоностроительном заводе в 1905 году.",1709,17,
14859,2026-05-12T13:03:08+00:00,"**У этой книги было другое имя.

**То, что вы сегодня знаете как «[Кодекс чести русского офицера](https://chernaya100.com/kulchitsky-officer/history?utm_source=history)»[,](https://chernaya100.com/kulchitsky-officer) появилось в 1915 году под гораздо более скромным названием — «Советы молодому офицеру».

Ротмистр Кульчицкий написал свою брошюру в разгар мировой войны, когда армия теряла элиту, а на смену погибшим командирам приходили вчерашние гимназисты, инженеры, учителя. Их учили стрелять, а вот быть офицерами — нет.

Кульчицкий стал для них заочным наставником. Его советы оказались настолько точными, что выдержали **6 переизданий ещё в Империи — бешеный успех для того времени.** Брошюру читали в блиндажах под немецкими обстрелами, хранили в планшетах и передавали друзьям.

**Спустя век «Чёрная Сотня» вернула этот текст, дав ему имя, которое он заслужил по праву — «Кодекс чести русского офицера»**. За эти годы мы выпустили десятки тысяч экземпляров, и «русское бусидо» стало главной книгой издательства. Потому что понятия долга и достоинства не имеют срока давности.

**__♥️ __**[**__Приобрести книгу__**](https://chernaya100.com/kulchitsky-officer/history?utm_source=history)",1617,5,
14858,2026-05-12T12:00:14+00:00,"Русско-японская война. Окропление знамени святой водой, 1904-1905.",1303,4,
14857,2026-05-12T09:05:11+00:00,"Аэроплан (Ньюпор) в грузовике фирмы Бенц. Русские авиаторы на кавказском фронте, 1916 год.",1464,6,
14856,2026-05-12T07:04:07+00:00,"[​​](https://cdn30.notepost.ru/m0gbKnmEeB5kDuBl-1712740723008.jpeg)[​​](https://cdn30.notepost.ru/m0gbKnmEeB5kDuBl-1712740723008.jpeg)**Венгерский поход**

Революционная волна, которая потрясла Западную Европу в 1848 году, захлестнула и империю Габсбургов. Вся Венгрия была охвачена революцией. Восстания охватили и славянские области, кроме Хорватии, где ненавидели венгров и остались лояльны Габсбургам. Также Вена в это время вела войну в Италии с Сардинией, что ослабило возможности армии по наведению порядка внутри империи.

​​Попытка австрийских войск подавить революцию в Венгрии, начавшуюся в марте 1848 г., потерпела провал. 2 апреля 1849 г. венгерские повстанцы низложили австрийскую династию Габсбургов и провозгласили полную независимость своей страны. 

В апреле 1849 г. австрийский император Франц-Иосиф обратился за помощью к российскому императору Николаю I. Он отправил к австрийской границе 4 пехотных корпуса русской армии численностью 175 тыс. чел.

 10-тысячная дивизия генерала Ф.С. Панютина направилась к Вене, чтобы не дать венгерским войскам захватить австрийскую столицу. В июне 1849 г. с севера, с территории Царства Польского, начали поход в Венгрию главные силы русских войск (150 тыс. чел.) под командованием генерал-фельдмаршала И.Ф. Паскевича. 

Русская армия подавила Венгерское восстание и спасла Австрийскую империю от развала. В августе-сентябре 1849 г. русские войска вернулись на родину. В результате Венгерского похода потери русских войск составили 708 чел. убитыми и 2447 ранеными. 

Военная победа, одержанная Россией, не принесла ей никаких политических выгод. Напротив, австрийская династия Габсбургов укрепила свое положение после революции 1848-1849 гг. и несколько лет спустя, во время Крымской войны 1853-1856 гг., заняла враждебную позицию в отношении России.",1728,11,
14855,2026-05-11T12:06:06+00:00,"Спуск на воду крейсера 1-го ранга ""Аврора"". Санкт-Петербург. Российская империя. 11 мая 1900 года.",1593,11,
14854,2026-05-10T12:06:05+00:00,Памятник «Стерегущему» на Каменноостровском проспекте. В почетном карауле — матросы со «Стерегущего». Санкт-Петербург. 10 мая 1911.,1817,4,
14853,2026-05-09T18:00:09+00:00,"Праздник в честь полиции Петербурга, 9 мая 1913 года.",1659,8,
14852,2026-05-09T12:03:05+00:00,"Двa coвeтcкиx тaнкиcтa пoзиpyют для фoтoгpaфии, лёжa пepeд нeмeцким тяжёлым тaнкoм Pz.Kpfw.Vl Ausf.B «Kopoлeвcкий тигp» из cocтaвa 502-гo тяжёлoгo тaнкoвoгo бaтaльoнa CC, бpoшeннoгo в paйoнe Зeeлoвcкиx выcoт. Гepмaния, вecнa 1945 гoдa.",1849,9,
14851,2026-05-09T07:03:04+00:00,"Существовал официальный приказ приложить максимум усилий для того, чтобы люди о войне забыли и сосредоточили внимание на активном восстановлении страны.Всем известный парад Победы, ставший первым после окончания кровопролития, прошел в Москве в конце июня победного года.Празднование главного праздника страны – «Дня Победы» с 1948 года было отменено, а 9 мая был обычным рабочим днем.Впервые обширные празднования великого дня были организованы в 1965 году, после чего он был объявлен выходным.",1854,19,
14850,2026-05-09T05:25:05+00:00,Поздравляем с Днём Победы!,1752,11,
14849,2026-05-06T12:03:02+00:00,"Русский полярный исследователь Георгий Седов со своей супругой Верой, май 1912 года.",2171,10,
14848,2026-05-05T12:02:13+00:00,​​25-летний юбилей пекарни Филиппова. Санкт-Петербург. Май 1899 года.,2104,10,
14847,2026-05-04T12:06:11+00:00,"**Разрешение на право пользования мобильным телефоном, Россия, 1990-е.**

В 1990–х для использования мобильного телефона необходимо было получить на это разрешение. Такие разрешения действовали до начала 2000–х годов и были отменены в процессе массового распространения мобильных телефонов в 2002–2004 годах.",5757,65,
14846,2026-05-03T06:57:08+00:00,"[​​](https://telegra.ph/file/43b915d8bcc4b5c7428c4.jpg)**Вездеход**

31 мая 1915 года было проведено испытание первого русского танка «Вездеход», разработанного конструктором Александром Пороховщиковым. Танк Пороховщикова можно считать не только первым русским танком, но и первым танком вообще, так как идея его возникла и была осуществлена раньше, чем в других странах. Кроме того, Пороховщиков во многом предвосхитил развитие танков в будущем. В конструкции машины были предусмотрены все элементы современного танка: гусеничный движитель, броневой корпус и вооружение, расположенное во вращающейся башне.

В начале Первой мировой войны, в августе 1914 года, мастер Русско-Балтийского машиностроительного завода в Риге Пороховщиков обратился в ставку Верховного главнокомандования русской армии с предложением проекта быстроходной боевой гусеничной машины для движения по бездорожью. Предварительные расчеты Пороховщикова пришлись по душе высшему военному руководству: кроме высокой проходимости Пороховщиков обещал и плавучесть машины. Проект одобрили и разрешение на постройку «Вездехода» было получено 13 января 1915 г, было выделено 9660 рублей. 

1 февраля в Рижских авторемонтных мастерских завода «Руссо-Балт», что были при казармах Нижегородского пехотного полка, 25 солдат-мастеровых и столько же наемных квалифицированных рабочих приступили к изготовлению опытного образца первого в мире танка.

Машина снабжалась обтекаемым корпусом с нишей воздухозаборника впереди. По хорошей дороге Вездеход должен был двигаться на заднем барабане и колесах, а на рыхлом грунте ложиться на гусеницу. Такая схема, при относительной простоте, обладала одним глобальным недостатком — фактически Вездеход мог двигаться только по прямой, поскольку поворот направляющих колес влево и вправо мог привести к их полной поломке.

Опытный образец, с перерывами, продолжал испытываться до декабря 1915 г., после чего генерал-лейтенанту Коваленко было послано соответствующее донесение. В частности указывалось, что «построенный экземпляр „Вездехода“ не выказал всех тех качеств, которые обусловлены докладом № 8101 например, не мог ходить по рыхлому снегу глубиной около 1 фута (30 см), а испытания хода по воде сделано не было…».

От дальнейших работ по «Вездеходу» решили отказаться, тем более, что за это время было истрачено 18090 рублей. Военное ведомство обязало Пороховщикова вернуть в казну деньги, выделенные на постройку машины, а сам Вездеход отправить в ГВТУ.",2281,10,
14845,2026-05-02T06:46:07+00:00,"[​​](https://telegra.ph/file/151bf417b027bfb4a48a8.jpg)[​​](https://telegra.ph/file/151bf417b027bfb4a48a8.jpg)**Пожарские котлеты**

Во время одной из поездок император Николай I со свитой остановился пообедать в трактире Пожарского в Торжке. Для хозяев это была, конечно, огромная честь, но, радовались они не долго. Николай Павлович приказал подать котлеты из говядины. А вот говядины у Пожарских не оказалось – только ребра.

Жена хозяина, Дарья Евдокимовна, решилась на хитрость, мелко порубила курятину, добавила в фарш говяжью косточку, и подала блюдо Николаю Первому. К удивлению, никакого обмана он не заметил, более того, приказал наградить хозяина трактира за вусный обед. Пожарский испугался, и был вынужден сознаться, что никакой говядины в котлетах не было. При этом, постарался отвести от себя гнев государя, добавив, что «фальшивые» котлеты готовила жена.

Но, царь не только не рассердился, а приказал наградить и Дарью Евдокимовну. Такие котлеты он повелел называть «пожарскими», по фамилии владельца трактира, и включить их в меню царского стола. Вскоре на трактире Пожарского появилась гордая надпись, сообщавшая посетителям, что владельцем является не кто-нибудь, а сам «Пожарский, поставщик двора его Императорского Величества».

Котлетный бизнес Пожарских процветал почти тридцать лет, до смерти Дарьи Пожарской в 1854 году. После этого трактир пришел в упадок. Хотя, котлеты с названием «пожарские» продолжали готовить по всей стране.",1816,27,
14844,2026-05-01T18:00:21+00:00,"Самолет, врезавшийся в крышу во время показательного полета, Петроград, 1 мая 1918 года.",1791,5,
14843,2026-05-01T15:00:22+00:00,1 мая 1927. Галичская молодежь выражает солидарность с китайским народом.,2087,8,
